Designator	Part	Midx	Midy	Refx	Refy	Padx	Pady	TB	Rotation
U59	cpoly102	3.810	4.722	3.735	4.722	3.885	4.722	Top	0.0
U59_1	cpoly102	4.667	4.746	4.741	4.759	4.593	4.733	Top	-170.0
U6	qnpn	5.299	5.661	5.299	5.661	5.299	5.661	Top	90.0
U6	qnpn	6.660	4.698	6.660	4.698	6.660	4.698	Top	-90.0
U6	qnpn	2.706	4.402	2.706	4.402	2.706	4.402	Top	-90.0
U6	qnpn	1.352	5.326	1.352	5.326	1.352	5.326	Top	90.0
U6_1	qnpn	5.097	5.661	5.097	5.661	5.097	5.661	Top	88.0
U6_1	qnpn	6.923	4.646	6.923	4.646	6.923	4.646	Top	-90.0
U6_1	qnpn	2.915	4.364	2.915	4.364	2.915	4.364	Top	-92.0
U6_1	qnpn	1.089	5.378	1.089	5.378	1.089	5.378	Top	90.0
U6_2	qnpn	6.815	6.255	6.815	6.255	6.815	6.255	Top	-128.0
U6_2	qnpn	5.126	4.007	5.126	4.007	5.126	4.007	Top	50.0
U6_2	qnpn	1.197	3.769	1.197	3.769	1.197	3.769	Top	52.0
U6_2	qnpn	2.886	6.018	2.886	6.018	2.886	6.018	Top	-130.0
U6_2_1	qnpn	6.745	7.285	6.745	7.285	6.745	7.285	Top	-169.0
U6_2_1	qnpn	1.267	2.739	1.267	2.739	1.267	2.739	Top	11.0
U6_2_2	qnpn	5.091	2.967	5.091	2.967	5.091	2.967	Top	20.0
U6_2_2	qnpn	2.921	7.058	2.921	7.058	2.921	7.058	Top	-160.0
U6_3	qnpn	7.336	6.246	7.336	6.246	7.336	6.246	Top	-9.0
U6_3	qnpn	4.768	4.133	4.768	4.133	4.768	4.133	Top	150.0
U6_3	qnpn	0.676	3.779	0.676	3.779	0.676	3.779	Top	171.0
U6_3	qnpn	3.243	5.891	3.243	5.891	3.243	5.891	Top	-30.0
U6_3_1	qnpn	7.108	7.374	7.108	7.374	7.108	7.374	Top	-16.0
U6_3_1	qnpn	0.903	2.651	0.903	2.651	0.903	2.651	Top	164.0
U6_3_2	qnpn	4.827	2.988	4.827	2.988	4.827	2.988	Top	155.0
U6_3_2	qnpn	3.185	7.036	3.185	7.036	3.185	7.036	Top	-25.0
U7	qpnp	4.550	6.103	4.550	6.103	4.550	6.103	Top	-117.0
U7	qpnp	7.281	4.200	7.281	4.200	7.281	4.200	Top	70.0
U7	qpnp	3.462	3.922	3.462	3.922	3.462	3.922	Top	63.0
U7	qpnp	0.731	5.824	0.731	5.824	0.731	5.824	Top	-110.0
U7_1	qpnp	5.054	5.933	5.054	5.933	5.054	5.933	Top	-70.0
U7_1	qpnp	6.890	4.364	6.890	4.364	6.890	4.364	Top	110.0
U7_1	qpnp	2.958	4.091	2.958	4.091	2.958	4.091	Top	110.0
U7_1	qpnp	1.122	5.660	1.122	5.660	1.122	5.660	Top	-70.0
U7_1_1	qpnp	4.958	6.936	4.958	6.936	4.958	6.936	Top	34.0
U7_1_1	qpnp	3.054	3.088	3.054	3.088	3.054	3.088	Top	-146.0
U7_1_2	qpnp	6.833	3.338	6.833	3.338	6.833	3.338	Top	160.0
U7_1_2	qpnp	1.178	6.686	1.178	6.686	1.178	6.686	Top	-20.0
U7_2	qpnp	7.011	6.058	7.011	6.058	7.011	6.058	Top	100.0
U7_2	qpnp	5.000	4.242	5.000	4.242	5.000	4.242	Top	-110.0
U7_2	qpnp	1.001	3.966	1.001	3.966	1.001	3.966	Top	-80.0
U7_2	qpnp	3.012	5.782	3.012	5.782	3.012	5.782	Top	70.0
U7_2_1_1	qpnp	5.286	7.462	5.286	7.462	5.286	7.462	Top	-85.0
U7_2_1_1	qpnp	2.726	2.562	2.726	2.562	2.726	2.562	Top	95.0
U7_2_1_1_1	qpnp	5.669	7.416	5.669	7.416	5.669	7.416	Top	-5.0
U7_2_1_1_1	qpnp	2.343	2.609	2.343	2.609	2.343	2.609	Top	175.0
U7_2_1_1_2	qpnp	6.446	7.386	6.446	7.386	6.446	7.386	Top	170.0
U7_2_1_1_2	qpnp	1.549	2.618	1.549	2.618	1.549	2.618	Top	-10.0
U7_2_1_1_3	qpnp	6.004	7.528	6.004	7.528	6.004	7.528	Top	-128.0
U7_2_1_1_3	qpnp	2.008	2.496	2.008	2.496	2.008	2.496	Top	52.0
U7_3	qpnp	6.641	6.010	6.641	6.010	6.641	6.010	Top	140.0
U7_3	qpnp	5.261	4.305	5.261	4.305	5.261	4.305	Top	-40.0
U7_3	qpnp	1.371	4.014	1.371	4.014	1.371	4.014	Top	-40.0
U7_3	qpnp	2.751	5.719	2.751	5.719	2.751	5.719	Top	140.0
U7_4	qpnp	4.624	6.855	4.624	6.855	4.624	6.855	Top	-110.0
U7_4	qpnp	3.388	3.169	3.388	3.169	3.388	3.169	Top	70.0
U7_5	qpnp	7.134	3.413	7.134	3.413	7.134	3.413	Top	70.0
U7_5	qpnp	0.878	6.611	0.878	6.611	0.878	6.611	Top	-110.0
U8	r3	5.610	7.846	5.610	7.696	5.610	7.996	Top	90.0
U8	r3	6.106	2.309	6.145	2.454	6.067	2.164	Top	-105.0
U8	r3	2.402	2.178	2.402	2.328	2.402	2.028	Top	-90.0
U8	r3	1.906	7.715	1.867	7.571	1.945	7.860	Top	75.0
U8_1	r3	5.392	7.776	5.387	7.626	5.398	7.926	Top	88.0
U8_1	r3	6.495	2.317	6.534	2.461	6.456	2.172	Top	-105.0
U8_1	r3	2.627	2.229	2.632	2.379	2.622	2.079	Top	-92.0
U8_1	r3	1.517	7.708	1.478	7.563	1.556	7.853	Top	75.0
U8_1_1	r3	6.396	7.704	6.370	7.557	6.422	7.852	Top	80.0
U8_1_1	r3	5.249	2.635	5.396	2.661	5.101	2.609	Top	-170.0
U8_1_1	r3	1.616	2.320	1.642	2.468	1.590	2.172	Top	-100.0
U8_1_1	r3	2.763	7.389	2.616	7.363	2.911	7.415	Top	10.0
U8_2	r3	6.075	8.610	6.225	8.603	5.925	8.618	Top	177.0
U8_2	r3	5.761	1.621	5.614	1.647	5.909	1.595	Top	-10.0
U8_2	r3	1.937	1.414	1.787	1.422	2.087	1.406	Top	-3.0
U8_2	r3	2.251	8.403	2.398	8.377	2.103	8.429	Top	170.0
U8_3	r3	6.108	8.470	6.257	8.451	5.959	8.488	Top	173.0
U8_3	r3	5.745	1.763	5.598	1.789	5.893	1.737	Top	-10.0
U8_3	r3	1.904	1.555	1.755	1.573	2.052	1.536	Top	-7.0
U8_3	r3	2.267	8.262	2.414	8.236	2.119	8.288	Top	170.0
U8_3_2	r3	6.556	8.882	6.704	8.863	6.407	8.900	Top	173.0
U8_3_2	r3	5.297	1.337	5.147	1.323	5.446	1.350	Top	5.0
U8_3_2	r3	1.456	1.143	1.308	1.161	1.605	1.124	Top	-7.0
U8_3_2	r3	2.715	8.688	2.864	8.701	2.566	8.675	Top	-175.0
U8_3_2_1	r3	6.462	9.014	6.612	9.007	6.312	9.022	Top	177.0
U8_3_2_1	r3	5.393	1.195	5.244	1.182	5.543	1.208	Top	5.0
U8_3_2_1	r3	1.550	1.010	1.400	1.018	1.700	1.002	Top	-3.0
U8_3_2_1	r3	2.619	8.829	2.768	8.843	2.469	8.816	Top	-175.0
U8_3_3	r3	5.580	8.825	5.710	8.900	5.450	8.750	Top	-150.0
U8_3_3	r3	6.056	1.367	5.908	1.341	6.204	1.393	Top	10.0
U8_3_3	r3	2.432	1.199	2.302	1.124	2.562	1.274	Top	30.0
U8_3_3	r3	1.956	8.657	2.104	8.683	1.808	8.631	Top	-170.0
U8_3_3_1	r3	5.871	9.105	5.967	9.220	5.774	8.990	Top	-130.0
U8_3_3_1	r3	5.918	1.101	5.821	0.986	6.014	1.216	Top	50.0
U8_3_3_1	r3	2.141	0.920	2.045	0.805	2.238	1.035	Top	50.0
U8_3_3_1	r3	2.094	8.923	2.191	9.038	1.998	8.808	Top	-130.0
U8_3_4	r3	6.456	8.185	6.364	8.304	6.548	8.067	Top	-52.0
U8_3_4	r3	5.433	2.050	5.539	1.944	5.326	2.157	Top	135.0
U8_3_4	r3	1.556	1.839	1.648	1.721	1.464	1.957	Top	128.0
U8_3_4	r3	2.616	7.985	2.486	8.060	2.746	7.910	Top	-30.0
U8_4	r3	5.685	8.594	5.549	8.658	5.821	8.531	Top	-25.0
U8_4	r3	6.174	1.576	6.304	1.501	6.044	1.651	Top	150.0
U8_4	r3	2.327	1.430	2.463	1.367	2.191	1.493	Top	155.0
U8_4	r3	1.838	8.449	1.708	8.524	1.968	8.374	Top	-30.0
U8_4_1	r3	4.935	8.282	4.794	8.231	5.076	8.333	Top	20.0
U8_4_1	r3	6.871	1.805	7.012	1.856	6.730	1.753	Top	-160.0
U8_4_1	r3	3.077	1.742	3.218	1.794	2.936	1.691	Top	-160.0
U8_4_1	r3	1.141	8.220	1.000	8.168	1.282	8.271	Top	20.0
U8_4_2	r3	5.190	8.254	5.265	8.384	5.115	8.124	Top	-120.0
U8_4_2	r3	6.597	1.800	6.511	1.678	6.683	1.923	Top	55.0
U8_4_2	r3	2.822	1.771	2.747	1.641	2.897	1.900	Top	60.0
U8_4_2	r3	1.415	8.224	1.501	8.347	1.329	8.101	Top	-125.0
U8_4_3	r3	4.591	8.191	4.706	8.095	4.476	8.288	Top	140.0
U8_4_3	r3	7.221	1.910	7.106	2.007	7.336	1.814	Top	-40.0
U8_4_3	r3	3.421	1.833	3.306	1.929	3.536	1.736	Top	-40.0
U8_4_3	r3	0.791	8.114	0.906	8.017	0.676	8.210	Top	140.0
U8_4_3_1	r3	4.722	8.759	4.869	8.730	4.575	8.788	Top	169.0
U8_4_3_1	r3	7.186	1.394	7.037	1.407	7.336	1.380	Top	-5.0
U8_4_3_1	r3	3.290	1.265	3.143	1.294	3.437	1.237	Top	-11.0
U8_4_3_1	r3	0.826	8.631	0.975	8.618	0.676	8.644	Top	175.0
U8_4_3_2	r3	5.224	8.759	5.250	8.611	5.198	8.907	Top	100.0
U8_4_3_2	r3	6.625	1.321	6.504	1.409	6.746	1.233	Top	-36.0
U8_4_3_2	r3	2.788	1.265	2.762	1.413	2.814	1.117	Top	-80.0
U8_4_3_2	r3	1.387	8.703	1.508	8.615	1.265	8.791	Top	144.0
U8_4_3_3	r3	4.329	8.554	4.449	8.464	4.209	8.644	Top	143.0
U8_4_3_3	r3	7.432	1.551	7.380	1.692	7.483	1.410	Top	-70.0
U8_4_3_3	r3	3.683	1.470	3.563	1.561	3.803	1.380	Top	-37.0
U8_4_3_3	r3	0.580	8.473	0.632	8.332	0.529	8.614	Top	110.0
U8_5	r3	5.958	7.810	5.940	7.661	5.976	7.959	Top	83.0
U8_5	r3	5.828	2.321	5.880	2.462	5.777	2.180	Top	-110.0
U8_5	r3	2.054	2.215	2.072	2.363	2.036	2.066	Top	-97.0
U8_5	r3	2.191	7.685	2.140	7.544	2.243	7.826	Top	70.0
U8_6	r3	5.833	7.772	5.833	7.622	5.833	7.922	Top	90.0
U8_6	r3	6.450	2.874	6.364	2.751	6.536	2.997	Top	55.0
U8_6	r3	2.179	2.252	2.179	2.402	2.179	2.102	Top	-90.0
U8_6	r3	1.562	7.151	1.648	7.273	1.476	7.028	Top	-125.0
U8_7	r3	6.137	7.815	6.163	7.667	6.111	7.963	Top	100.0
U8_7	r3	5.531	2.321	5.492	2.466	5.570	2.176	Top	-75.0
U8_7	r3	1.875	2.209	1.849	2.357	1.901	2.061	Top	-80.0
U8_7	r3	2.493	7.683	2.532	7.538	2.454	7.827	Top	105.0
